ID;NOMBRE DEL CASO;INSTRUMENTO NORMATIVO;TIPO DE COMPROMISO;DESCRIPCIÓN DEL COMPROMISO;UNIDAD TERRITORIAL;REGIÓN;PROVINCIA;DISTRITO(S);ESTADO ACTUAL DEL COMPROMISO;RESPONSABLE;NIVEL DE GOBIERNO RESPONSABLE FINAL;LONGITUD;LATITUD
336;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;ELABORACIÓN DE 3 PROYECTOS PRODUCTIVOS PARA BENEFICIAR A 1200 HOGARES CON UNA INVERSIÓN TOTAL DE S/. 7.2 MILLONES. (2,400,000.00 POR DISTRITO);UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-77.2961;-8.275
337;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;INTERVENCIÓN EN DESARROLLO DE EMPRENDIMIENTOS (FORTALECIMIENTO DE CAPACIDADES Y DOTACIÓN DE ACTIVOS PARA LA IMPLEMENTACIÓN DE NEGOCIOS FAMILIARES).;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-77.2961;-8.275
338;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;IMPLEMENTACIÓN DE COMEDORES POPULARES (KITS DE MENAJERÍA E INDUMENTARIAS).;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MINEDU;GOBIERNO REGIONAL;-77.2961;-8.275
339;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;ELABORACIÓN DE PERFIL TÉCNICO PARA LA ELABORACIÓN DE “BAÑOS DIGNOS” Y COCINAS MEJORADAS EN DISTRITOS DE LA PROVINCIA DE PATAZ.;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MTC;GOBIERNO REGIONAL;-77.2961;-8.275
340;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;ASISTENCIAS TECNICAS PARA INTERVENCIÓN LLAMKASUM PERÚ (2026);UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-77.2961;-8.275
341;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;ASISTENCIA TÉCNICA AL PARA LA FORMULACIÓN DE SOLICITUDES DE INTERVENCIÓN LLAMKASUM PERÚ (2026);UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MTPE;GOBIERNO NACIONAL;-77.2961;-8.275
342;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;ASISTENCIA TECNICA AL NUEVO RESPONSABLE DE OMAPED, SE HA SOLICITADO  PARA DAR DE BAJA A CUENTA ANTERIOR PARA CREAR ACCESO AL SICONTIGO DEL NUEVO RESPONSABLE, AVANCES EN LOS INDICADORES DE GALARDON CONTIGO 2025;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO LOCAL;-77.2961;-8.275
343;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;FORTALECIMIENTO DE CAPACIDADES A RONDAS CAMPESINAS;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MTPE;GOBIERNO NACIONAL;-77.2961;-8.275
344;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;IMPLEMENTACIÓN A LAS RONDAS CAMPESINAS;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO REGIONAL;-77.2961;-8.275
345;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;1) INFORMAR Y DIFUNDIR A TODA LA POBLACIÓN DE AQUIA, EN REUNIONES DESCENTRALIZADAS CON LOS CASERÍOS Y CENTROS POBLADOS EL ESTUDIO Y MONITOREO DE LAS FALLAS GEOLÓGICAS.;UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-77.145;-10.0744
346;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;S/R;ACTIVIDAD;"LA MUNICIPALIDAD DISTRITAL DE LA BREA-NEGRITOS PARA LAS PRÓXIMAS REUNIONES DE LA MESA DE DIÁLOGO  CURSARA FORMALMENTE LAS INVITACIONES A LAS ORGANIZACIONES SOCIALES DEL DISTRITO; EN ESE MISMO SENTIDO, EL MINEM COORDINARÁ Y CURSARÁ LAS INVITACIONES A LOS PARLAMENTARIOS DE LA REGIÓN PIURA EN COORDINACIÓN CON LA SGSD-PCM.";UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - POR INICIAR;MINSA;GOBIERNO LOCAL;-81.3058;-4.65472
347;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;S/R;ACTIVIDAD;EN LA PROXIMA REUNIÓN DE LA MESA DE DIÁLOGO LA MUNICIPALIDAD DISTRITAL DE LA BREA CON ASISTENCIA TÉCNICA DEL CENEPRED PRESENTARÁN UN CRONOGRAMA DE ACTIVIDADES RELACIONADAS A LA EVALUACIÓN DE RIESGOS (EVARS).;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MINSA;GOBIERNO LOCAL;-81.3058;-4.65472
348;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM N° 119-2025-PCM;ACTIVIDAD;"SE ACUERDA QUE, EN LA SIGUIENTE REUNIÓN PLENARIA DE LA MESA DE DESARROLLO DE LA PROVINCIA DE PATAZ, ASISTAN LOS REPRESENTANTES DEL MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL, MINISTERIO DE VIVIENDA, CONSTRUCIÓN Y SANEAMIENTO; MINISTERIO DEL INTERIOR Y LA SECRETARIA DE DESCENTRALIZACION DE LA PCM.";UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-77.2961;-8.275
349;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;S/R;ACTIVIDAD;POR PARTE DE LA MUNICIPALIDAD DE LA BREA, CONVOCAR A REUNIÓN INMEDIATA CON LA DREP, SOLICITANDO PRESENTE EL INFORME REFERENTE AL EXPEDIENTE TECNICO, CON COPIA Y COORDINACIÓN CON LA PCM , PARA LA ARTICULACIÓN DE LA REUNIÓN.;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MTPE;GOBIERNO LOCAL;-81.3058;-4.65472
350;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;"2)ACREDITAR LA LEGALIDAD DEL PROCESO DE COMPRA Y VENTA DE LAS 174 HECTÁREAS DE PROPIEDAD DE LA COMUNIDAD CAMPESINA DE AQUIA Y LOS ESTUDIOS DE VALORIZACIÓN Y TASACIÓN DE TIERRAS EMPLEADOS PARA EL CÁLCULO DE VALOR ECONÓMICO.
3)ACREDITAR ANTE LA POBLACIÓN DE AQUIA LA EXISTENCIA DE DOCUMENTOS, ACTOS JURÍDICOS O ALGÚN PROCEDIMIENTO PÚBLICO DE AUTORIZACIÓN PARA EL USUFRUCTO DE TERRENO DE PROPIEDAD COMUNAL ADICIONAL A LA FRANJA DE VÍA NACIONAL, TERRENO PARA LA UBICACIÓN DE SUS PUNTOS DE MONITOREO GEOTÉCNICO, TERRENOS PARA LA UBICACIÓN DE PUNTOS TOPOGRÁFICOS PARA EL MANTENIMIENTO DE CARRETERA, TERRENOS PARA LA COLOCACIÓN DE ESTACIONES DE ENLACE DE COMUNICACIÓN, TERRENO PARA LA COLOCACIÓN DE ESTACIONES DE VIGILANCIA Y MONITOREO DE MINERODUCTO, TERRENO PARA LA COLOCACIÓN DE PIEZÓMETROS, TERRENO PARA LA CONSTRUCCIÓN DE LÍNEAS DE DRENAJE, OTROS TERRENOS DE PROPIEDAD COMUNAL.
4)ACREDITAR ANTE LA POBLACIÓN DE AQUIA LA    EXISTENCIA DE DOCUMENTOS, ACTOS JURÍDICOS O ALGÚN PROCEDIMIENTO PÚBLICO PARA EL USO DE TERRENOS DE LA COMUNIDAD PARA LA CONSTRUCCIÓN DE TRANSECTOS DE MINERODUCTO.
5)ACREDITAR ANTE LA POBLACIÓN DE AQUIA LA EXISTENCIA DE DOCUMENTOS, ACTOS JURÍDICOS O ALGÚN PROCEDIMIENTO PÚBLICO DE AUTORIZACIÓN DEL USO DE PROPIEDAD COMUNAL PARA EL USUFRUCTO DE CANTERAS, EN TERRENO ADICIONAL A LA FRANJA.
6)ACREDITAR ANTE LA POBLACIÓN DE AQUIA LA EXISTENCIA DE DOCUMENTOS, ACTOS JURÍDICOS Y DOCUMENTOS TÉCNICOS PÚBLICOS PARA EL USO DE TODOS LOS BOTADEROS.
";UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-77.145;-10.0744
351;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;7)EFECTUAR CONSULTA PREVIA AL PUEBLO DE AQUIA PARA LA MODIFICACIÓN O ACTUALIZACIÓN DEL INSTRUMENTO DE GESTIÓN AMBIENTAL (SEGÚN CORRESPONDA) PARA LA CONTINUIDAD DE SUS OPERACIONES, EL MEIA DE ANTAMINA AFECTA DIRECTAMENTE A LA POBLACIÓN DE AQUIA.;UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-77.145;-10.0744
352;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;"8)DEBERÁ ACREDITAR EL PROCESO Y LA TRANSFERENCIA MEDIANTE ACTO JURÍDICO EFICAZ Y DEFINITIVO DEL TRAMO MOJON-BAYPASS AL MTC.
9)RETIRAR O REUBICAR EL MINERODUCTO QUE ATRAVIESA EL RADIO URBANO DE PACHAPAQUI. INDEMNIZAR A LOS POBLADORES DE PACHAPAQUI AFECTADOS POR LA COLOCACIÓN INDEBIDA DEL MINERODUCTO QUE ATRAVIESA SU RADIO URBANO.
10)REALIZAR LA RESTAURACIÓN DE CAMINOS ANCESTRALES, RESTOS ARQUEOLÓGICOS, CERCOS Y LINDEROS ANCESTRALES DE ACUERDO A LA NORMATIVIDAD VIGENTE.
11)DEBERÁ HACER LLEGAR EL EXPEDIENTE TÉCNICO DEL MINERO DUCTO Y LA COLOCACIÓN DE FIBRA ÓPTICA EN LA JURISDICCIÓN DE LA COMUNIDAD CAMPESINA DE AQUIA.
";UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-77.145;-10.0744
353;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;"12)REALIZAR LA RESTAURACIÓN E INDEMNIZAR A LA POBLACIÓN DE  AQUIA POR HABER GENERADO LA DESAPARICIÓN DE ECOSISTEMAS FRÁGILES PRODUCTO DE LA CONSTRUCCIÓN Y MANTENIMIENTO DE LA CARRETERA CONOCOCHA-ANTAMINA (OJOS DE AGUA Y MANANTIALES, BOFEDALES, BOSQUES NATIVOS, ROQUEDALES Y MATORRAL ALTOANDINO, ENTRE OTROS). 
13)REALIZAR LA RESTAURACIÓN Y EL CIERRE AMBIENTAL DE TODAS LAS CANTERAS Y BOTADEROS APERTURADOS SIN PERMISOS NI LICENCIAS DE LA COMUNIDAD NI DEL ESTADO.
14)INDEMNIZACIÓN POR USURPACIÓN, USUFRUCTO ILEGAL Y DAÑOS GENERADOS POR TODAS LAS CANTERAS Y BOTADEROS EN TERRENOS DE PROPIEDAD COMUNAL. 
15)REMEDIAR, RESTAURAR E INDEMNIZAR A LA POBLACIÓN DE AQUIA POR CONTAMINACIÓN AMBIENTAL POR RESIDUOS SÓLIDOS VERTIDOS EN TERRENOS DE LA COMUNIDAD, DURANTE LOS DESCANSOS DE UNIDADES DE CARGA PESADA DURANTE EL ABASTECIMIENTO LOGÍSTICO.
16)IMPLEMENTAR LAVADEROS PARA LA LIMPIEZA DE UNIDADES MINERAS DE ANTAMINA Y EMPRESAS TERCERAS.
17)REDIRECCIONAR TODOS LOS DRENAJES DE AGUA DE MANTENIMIENTO DE CUNETAS DE CARRETERA SEGÚN LAS OBLIGACIONES AMBIENTALES ASUMIDAS EN SU IGA, GARANTIZADO SU CALIDAD FÍSICA, QUÍMICA Y BIOLÓGICA.";UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-77.145;-10.0744
354;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;"RESPONSABILIDAD SOCIAL
18)ACREDITAR EL CUMPLIMIENTO DE COMPROMISOS DE RESPONSABILIDAD SOCIAL SUSCRITOS CON LOS CASERÍOS DE VILLANUEVA, SAN MIGUEL, VISTA ALEGRE, PACARENCA, URANYACU, SUYAN Y SANTA ROSA, LOS CENTROS POBLADOS DE RACRACHACA Y PACHAPAQUI, COMUNEROS Y CIUDADANOS DEL DISTRITO DE AQUIA, SUSCRITOS EN REUNIONES. 
19)DEBERÁ PRESENTAR ANUALMENTE UN REPORTE SOCIAL DE LOS  OBJETIVOS, METAS Y ACCIONES DE RESPONSABILIDAD SOCIAL EMPRENDIDOS A FAVOR DE LA POBLACIÓN DE AQUIA.
TRABAJO
20)GARANTIZAR LA CONTRATACIÓN DE MANO DE OBRA CALIFICADA Y NO CALIFICADA EN TODAS LAS INTERVENCIONES TÉCNICAS, SOCIALES Y AMBIENTALES QUE EFECTÚE DENTRO DE LA COMUNIDAD CAMPESINA DE AQUIA. 
21)CONTRATAR DENTRO DE SU POBLACIÓN LABORAL SIN DISCRIMINAR A LOS POBLADORES DE AQUIA DEBIENDO ACLARAR CONFIDENCIALMENTE EL IMPEDIMENTO DE PERSONAS.
22)MANTENER UN RÉGIMEN LABORAL PARA EL PERSONAL DE VIGILANCIA ACORDE A LA LEGISLACIÓN LABORAL VIGENTE.
BIENES Y SERVICIOS
23)SOLICITAR PERMISOS Y AUTORIZACIONES A LA COMUNIDAD CAMPESINA DE AQUIA, PARA CUALQUIER INTERVENCIÓN DE ÍNDOLE TÉCNICA, SOCIAL O AMBIENTAL, SUYA O DE SUS EMPRESAS TERCERAS. 
24)DISPONER UN PRESUPUESTO ANUAL PARA LA COMPRA Y SUMINISTRO DE BIENES, CONSULTORÍAS Y PRESTACIÓN DE SERVICIOS DE EMPRESAS DE LA COMUNIDAD CAMPESINA DE AQUIA PARA SUS OPERACIONES Y DE SUS EMPRESAS CONTRATISTAS.
CONVENIO MARCO
25)DEBERÁ SUSCRIBIR UN CONVENIO MARCO CON LA COMUNIDAD CAMPESINA DE AQUIA A FIN DE ASIGNAR UN PORCENTAJE DE SUS UTILIDADES ANTES DE IMPUESTOS COMO COMPENSACIÓN PROPORCIONAL AL DAÑO CAUSADOS A LA POBLACIÓN DE AQUIA Y A SUS TERRENOS DESDE SU INICIO DE OPERACIONES.";UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-77.145;-10.0744
355;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;LUEGO DE LOS COMENTARIOS, RECOMENDACIONES Y ABSOLUCIONES DE CONSULTAS, SE ACORDÓ EL CRONOGRAMA DE REUNIONES DE LOS SUBGRUPOS DE TRABAJO CON EL SIGUIENTE DETALLE: SUBGRUPO N°1 EL 10.02.2026/ SUBGRUPO N°2 EL 17.03.2026/ SUBGRUPO N°3 EL 12.03.2026/ SUBGRUPO N°4 EL 12.05.2026/ SUBGRUPO N°5 EL 22.05.2026/ SUBGRUPO N°6 EL 30.06.2026.;UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-77.145;-10.0744
356;DEMANDAS DE LA COMUNIDAD CAMPESINA DE AQUIA A LA CÍA. MINERA ANTAMINA;RM Nº 293-2021-PCM;ACTIVIDAD;LOS SECTORES Y ENTIDADES RESPONSABLES DE LOS SUBGRUPOS  ACUERDAN CUMPLIR CON EL CRONOGRAMA E INFORMAR OPORTUNAMENTE SOBRE LAS ACCIONES REALIZADAS A LAS PARTES INVOLUCRADAS, CON EL ACOMPAÑAMIENTO DE LA SGSD-PCM.;UT NORTE;ÁNCASH;BOLOGNESI;AQUIA;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-77.145;-10.0744
357;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;RM 315-2021-PCM;ACTIVIDAD;LA SGSD-PCM REMITIRÁ AL PRESIDENTE DE LA RONDAS CAMPESINAS DE LA REGIÓN LA LIBERTAD LOS INFORMES DE LAS ACTIVIDADES REALIZADAS EN EL MARCO DEL PLAN DE TRABAJO  PARA EL ABORDAJE DE LA PROBLEMÁTICA DEL RIO MOCHE.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-79.0299;-8.1159
358;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;RM 315-2021-PCM;ACTIVIDAD;LA SGSD-PCM SOLICITARA A LAS MUNICIPALIDADES PROVINCIALES Y DISTRITALES  QUE PARTICIPAN EN EL MARCO DE LAS MESA DE DIÁLOGO LA ACREDITACIÓN DE SUS REPRESENTANTES PARA SE QUE SEAN INVITADOS A LAS PRÓXIMAS REUNIONES PLENARIAS.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-79.0299;-8.1159
359;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;LA EMPRESA GANADORA DEL PROCESO DE SELECCIÓN PARA LA CONTRATACIÓN DEL SERVICIO DE EJECUCIÓN DEL ABANDONO PERMANENTE DE 34  POZOS IDENTIFICADOS COMO PASH DE ALTO RIESGO, SERA PRESENTADA POR LA DGAAH-MINEM EN UN TALLER PREVIAMENTE COORDINADO CON LA MUNICIPALIDAD DISTRITAL DE LA BREA NEGRITOS Y SE COORDINARÁ LA EXPOSICIÓN DEL PLAN DE TRABAJO DE EJECUCIÓN.;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MTPE;GOBIERNO NACIONAL;-81.3058;-4.65472
360;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;LA PCM REALIZARÁ LA ARTICULACIÓN EN LO QUE CORRESPONDA PARA EL DESARROLLO DE LOS PLANES DE ABANDONO DEL CIERRE DE POZOS Y REMEDIACIÓN DE LOS SUELOS CONTAMINADOS (OTROS SECTORES E INSTITUCIONES DE GOBIERNO);UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - POR INICIAR;MVCS;GOBIERNO NACIONAL;-81.3058;-4.65472
361;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;EL INGEMMET ATENDERÁ LA SOLICITUD DE INFORMACIÓN DEL COMITÉ DE MONITOREO AMBIENTAL.;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-81.3058;-4.65472
362;MESA DE DIÁLOGO PARA ABORDAR LA PROBLEMÁTICA DE LAS INUNDACIONES EN EL ENTORNO DE LA CUENCA DEL RÍO LA LECHE;;ACTIVIDAD;COMISIÓN DE SANEAMIENTO FÍSICO LEGAL: PEOT, MMUVALL, MININTER, SERNANP, CIP, COMISIÓN DE PUCHACA, COLEGIO DE SOCIÓLOGOS, TENDRÁ EL NOMBRE DE COMISIÓN SOCIAL  TERRITORIAL.;UT NORTE;LAMBAYEQUE;CHICLAYO;CHICLAYO;ABIERTO - EN PROCESO;MVCS;GOBIERNO REGIONAL;-79.8446;-6.77272
363;MESA DE DIÁLOGO PARA ABORDAR LA PROBLEMÁTICA DE LAS INUNDACIONES EN EL ENTORNO DE LA CUENCA DEL RÍO LA LECHE;;ACTIVIDAD;COMISIÓN PARA LA GESTIÓN DE FINANCIAMIENTO: PEOT, MMUVALL, MIDAGRI, ACIL.;UT NORTE;LAMBAYEQUE;CHICLAYO;CHICLAYO;ABIERTO - EN PROCESO;MVCS;GOBIERNO REGIONAL;-79.8446;-6.77272
364;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;RM 315-2021-PCM;ACTIVIDAD;LA GERESA REMITIRÁ AL MINAM EL INFORME PRESENTADO EN LA PRESENTE SESIÓN POR REPRESENTANTE DE LA DIGESA, EL CUAL SERÁ COMPARTIDO A LOS INTEGRANTES ACREDITADOS DE LA MESA DE TRABAJO;UT NORTE;LA LIBERTAD;;;ABIERTO - EN PROCESO;MVCS;GOBIERNO REGIONAL;-78.47519;-8.1435
365;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;RM 315-2021-PCM;ACTIVIDAD;LAS ENTIDADES PARTICIPANTES DE LA MESA DE TRABAJO REMITIRÁN FORMALMENTE AL MINAM LOS INFORMES DE SUS ACTIVIDADES REALIZADAS EN TORNO A LAS CARBONERAS DEL DISTRITO DE SALAVERRY PARA QUE, DE UNA VEZ SEAN RECEPCIONADOS, SEAN INCLUIDOS EN EUN LENLACE DRIVE DE ACCESO QUE HABILITARÁ EL MINAM PARA LOS REPRESENTANTES TITULARES Y ALTERNOS ACREDITADOS DE LAS INSTITUCIONES. EN EL CASO DE LA GREMH, SE SOLICITÓ INCLUIR LOS REPORTES DE MONITOREO QUE DAN CUMPLIMIENTO A LAS OBLIGACIONES AMBIENTALES ESTABLECIDAS EN EL IGA DE SUS UF ( COMO SESUVECA);UT NORTE;LA LIBERTAD;;;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-78.47519;-8.1435
366;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;EL CONSORCIO ALUM-PERU TRACTOR SE COMPROMETE QUE AL TERMINAR LA REUNIÓN, REMETIRÁ LA PRIMERA CONVOCATORIA DEL PERSONAL A LA MUNICIPALIDAD DE LA BREA.;UT NORTE;PIURA;;;ABIERTO - EN PROCESO;MVCS;EMPRESA;-80.6571;-5.1819
367;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;EL CONSORCIO  SE COMPROMETE A EMPLEAR MANO DE OBRA CALIFICADA Y NO CALIFICADA COMO PRIMERA OPCIÓN A LOS HABITANTES DEL DISTRITO. INDICA QUE SE GENERAN UN PROMEDIO DE 50 PUESTOS  DE TRABAJO DE MANERA DIRECTA E INDIRECTA.;UT NORTE;PIURA;;;ABIERTO - EN PROCESO;MINEDU;EMPRESA;-80.6571;-5.1819
368;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM N° 119-2025-PCM;ACTIVIDAD;EL MTC CONVOCARÁ LA REUNIÓN A LOS GOBIERNOS LOCALES Y SOCIEDAD CIVIL PARA INFORMAR SOBRE EL ESTADO SITUACIONAL Y ACCIONES PROGRAMADAS DE LOS PROYECTOS DE INTERÉS CONTENIDOS EN EL PLAN DE INTERVENCIÓN TERRITORIAL DURANTE LA PRIMERA SEMANA DEL MES DE JULIO DE 2026. ;UT NORTE;LA LIBERTAD;;;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-78.47519;-8.1435
369;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM N° 119-2025-PCM;ACTIVIDAD;SE DEJA CONSTANCIA DE QUE, AL CONCLUIR LA PRESENTE MESA DE DESARROLLO INTEGRAL DE LA PROVINCIA DE PATAZ, DEL DEPARTAMENTO LA LIBERTAD EL DÍA 30 DE JUNIO DE 2026, LAS ACTIVIDADES DE COORDINACIÓN Y SEGUIMIENTO CONTINUARÁN EN EL MARCO DE LA INSTALACIÓN DELCOMITÉ DE SEGUIMIENTO Y EVALUACIÓN, CUYA SESIÓN DE INSTALACIÓN SE LLEVARÁ A CABO EL DÍA 21 DE JULIO DE 2026. EN CONSECUENCIA, LA SIGUIENTE REUNIÓN SE REALIZARÁ EN DICHA OPORTUNIDAD, CONFORME A LOS OBJETIVOS Y COMPETENCIAS DEL REFERIDO COMITÉ;UT NORTE;LA LIBERTAD;;;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-78.47519;-8.1435
